,AccountID,ActiveTime,ActiveTraderID,ActiveUserID,BranchID,BrokerID,BrokerOrderSeq,BusinessUnit,CancelTime,ClearingPartID,ClientID,CombHedgeFlag,CombOffsetFlag,ContingentCondition,CurrencyID,Direction,ExchangeID,ExchangeInstID,ForceCloseReason,FrontID,GTDDate,IPAddress,InsertDate,InsertTime,InstallID,InstrumentID,InvestUnitID,InvestorID,IsAutoSuspend,IsSwapOrder,LimitPrice,MacAddress,MinVolume,NotifySequence,OperatorID,OrderLocalID,OrderPriceType,OrderRef,OrderSource,OrderStatus,OrderSubmitStatus,OrderSysID,OrderType,ParticipantID,ReceiveLocalTime,RelativeOrderSysID,RequestID,SequenceNo,SessionID,SettlementID,StatusMsg,StopPrice,StrategyID,SuspendTime,TimeCondition,TraderID,TradingDay,UpdateTime,UserForceClose,UserID,UserProductInfo,VolumeCondition,VolumeTotal,VolumeTotalOriginal,VolumeTraded,ZCETotalTradedVolume
0,,,,,,9999,20448.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:56,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21064,2,100000001104,0,a,0,,0,9999,2017-04-24 14:14:32 925595,,0.0,0.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
1,,,,,,9999,20448.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:56,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21064,2,100000001104,0,a,0,       19123,0,9999,2017-04-24 14:14:32 925595,,0.0,31922.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
2,,,,,,9999,20448.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:56,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21064,2,100000001104,0,0,0,       19123,0,9999,2017-04-24 14:14:32 926596,,0.0,31922.0,-5985325.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
3,,,,,,9999,20457.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:56,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21074,2,100000001204,0,a,0,,0,9999,2017-04-24 14:14:32 926596,,0.0,0.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
4,,,,,,9999,20457.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:56,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21074,2,100000001204,0,a,0,       19132,0,9999,2017-04-24 14:14:32 927601,,0.0,31943.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
5,,,,,,9999,20457.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:56,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21074,2,100000001204,0,0,0,       19132,0,9999,2017-04-24 14:14:32 928601,,0.0,31943.0,-5985325.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
6,,,,,,9999,20458.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:56,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21075,2,100000001304,0,a,0,,0,9999,2017-04-24 14:14:32 928601,,0.0,0.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
7,,,,,,9999,20458.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:57,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21075,2,100000001304,0,a,0,       19133,0,9999,2017-04-24 14:14:32 929605,,0.0,31945.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
8,,,,,,9999,20458.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1801,0,1.0,,,20170421,21:29:57,1.0,rb1801,,083849,0.0,0.0,2836.0,,1.0,0.0,1601,       21075,2,100000001304,0,0,0,       19133,0,9999,2017-04-24 14:14:32 931609,,0.0,31945.0,-5985325.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
9,,,,,,9999,20466.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:57,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21083,2,100000001404,0,a,0,,0,9999,2017-04-24 14:14:32 932612,,0.0,0.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
10,,,,,,9999,20466.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:57,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21083,2,100000001404,0,a,0,       19141,0,9999,2017-04-24 14:14:32 932612,,0.0,31954.0,-5985325.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
11,,,,,,9999,20466.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1710,0,1.0,,,20170421,21:29:57,1.0,rb1710,,083849,0.0,0.0,2930.0,,1.0,0.0,1601,       21083,2,100000001404,0,0,0,       19141,0,9999,2017-04-24 14:14:32 933616,,0.0,31954.0,-5985325.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
12,,,,,,9999,91709.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1801,0,1.0,,,20170424,09:06:51,1.0,rb1801,,083849,0.0,0.0,2800.0,,1.0,0.0,1601,       97161,2,100000002504,0,a,0,,0,9999,2017-04-24 14:14:32 939353,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
13,,,,,,9999,91709.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1801,0,1.0,,,20170424,09:06:51,1.0,rb1801,,083849,0.0,0.0,2800.0,,1.0,0.0,1601,       97161,2,100000002504,0,a,0,       88309,0,9999,2017-04-24 14:14:32 939353,,0.0,144608.0,1230960043.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
14,,,,,,9999,91709.0,9999cac,,,9999083829,1,4,1,,0,SHFE,rb1801,0,1.0,,,20170424,09:06:51,1.0,rb1801,,083849,0.0,0.0,2800.0,,1.0,0.0,1601,       97161,2,100000002504,0,0,0,       88309,0,9999,2017-04-24 14:14:32 940358,,0.0,144608.0,1230960043.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
15,,,,,,9999,91710.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1710,0,1.0,,,20170424,09:06:51,1.0,rb1710,,083849,0.0,0.0,2876.0,,1.0,0.0,1601,       97162,2,100000002604,0,a,0,,0,9999,2017-04-24 14:14:32 943364,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
16,,,,,,9999,91710.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1710,0,1.0,,,20170424,09:06:51,1.0,rb1710,,083849,0.0,0.0,2876.0,,1.0,0.0,1601,       97162,2,100000002604,0,a,0,       88310,0,9999,2017-04-24 14:14:32 944377,,0.0,144610.0,1230960043.0,1.0,报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
17,,,,,,9999,91710.0,9999cac,,,9999083829,1,4,1,,1,SHFE,rb1710,0,1.0,,,20170424,09:06:51,1.0,rb1710,,083849,0.0,0.0,2876.0,,1.0,0.0,1601,       97162,2,100000002604,0,0,0,       88310,0,9999,2017-04-24 14:14:32 944377,,0.0,144610.0,1230960043.0,1.0,全部成交报单已提交,0.0,04,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
