,AccountID,ActiveTime,ActiveTraderID,ActiveUserID,BranchID,BrokerID,BrokerOrderSeq,BusinessUnit,CancelTime,ClearingPartID,ClientID,CombHedgeFlag,CombOffsetFlag,ContingentCondition,CurrencyID,Direction,ExchangeID,ExchangeInstID,ForceCloseReason,FrontID,GTDDate,IPAddress,InsertDate,InsertTime,InstallID,InstrumentID,InvestUnitID,InvestorID,IsAutoSuspend,IsSwapOrder,LimitPrice,MacAddress,MinVolume,NotifySequence,OperatorID,OrderLocalID,OrderPriceType,OrderRef,OrderSource,OrderStatus,OrderSubmitStatus,OrderSysID,OrderType,ParticipantID,ReceiveLocalTime,RelativeOrderSysID,RequestID,SequenceNo,SessionID,SettlementID,StatusMsg,StopPrice,StrategyID,SuspendTime,TimeCondition,TraderID,TradingDay,UpdateTime,UserForceClose,UserID,UserProductInfo,VolumeCondition,VolumeTotal,VolumeTotalOriginal,VolumeTraded,ZCETotalTradedVolume
0,,,,,,9999,252571.0,9999cac,,,9999063802,1,0,1,,1,SHFE,bu1709,0,1.0,,,20170424,14:07:11,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      217852,2,100000010403,0,a,0,,0,9999,2017-04-24 14:14:33 055429,,0.0,0.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
1,,,,,,9999,252571.0,9999cac,,,9999063802,1,0,1,,1,SHFE,bu1709,0,1.0,,,20170424,14:07:12,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      217852,2,100000010403,0,a,0,      213202,0,9999,2017-04-24 14:14:33 055429,,0.0,313102.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
2,,,,,,9999,252571.0,9999cac,,,9999063802,1,0,1,,1,SHFE,bu1709,0,1.0,,,20170424,14:07:12,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      217852,2,100000010403,0,0,0,      213202,0,9999,2017-04-24 14:14:33 055928,,0.0,313102.0,2145978918.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,0.0,10.0,10.0,0.0
3,,,,,,9999,252573.0,9999cac,,,9999063802,1,0,1,,0,SHFE,bu1706,0,1.0,,,20170424,14:07:11,1.0,bu1706,,063802,0.0,0.0,2456.0,,1.0,0.0,1601,      217853,2,100000010503,0,a,0,,0,9999,2017-04-24 14:14:33 056430,,0.0,0.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
4,,,,,,9999,252573.0,9999cac,,,9999063802,1,0,1,,0,SHFE,bu1706,0,1.0,,,20170424,14:07:12,1.0,bu1706,,063802,0.0,0.0,2456.0,,1.0,0.0,1601,      217853,2,100000010503,0,a,0,      213204,0,9999,2017-04-24 14:14:33 056936,,0.0,313104.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
5,,,,,,9999,252573.0,9999cac,,,9999063802,1,0,1,,0,SHFE,bu1706,0,1.0,,,20170424,14:07:12,1.0,bu1706,,063802,0.0,0.0,2456.0,,1.0,0.0,1601,      217853,2,100000010503,0,0,0,      213204,0,9999,2017-04-24 14:14:33 056936,,0.0,313104.0,2145978918.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,0.0,10.0,10.0,0.0
6,,,,,,9999,253101.0,9999cac,,,9999063802,1,3,1,,0,SHFE,bu1709,0,1.0,,,20170424,14:07:46,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      218264,2,100000010603,0,a,0,,0,9999,2017-04-24 14:14:33 057939,,0.0,0.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
7,,,,,,9999,253101.0,9999cac,,,9999063802,1,3,1,,0,SHFE,bu1709,0,1.0,,,20170424,14:07:46,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      218264,2,100000010603,0,a,0,      213622,0,9999,2017-04-24 14:14:33 058941,,0.0,313691.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
8,,,,,,9999,253101.0,9999cac,,,9999063802,1,3,1,,0,SHFE,bu1709,0,1.0,,,20170424,14:07:46,1.0,bu1709,,063802,0.0,0.0,2532.0,,1.0,0.0,1601,      218264,2,100000010603,0,0,0,      213622,0,9999,2017-04-24 14:14:33 058941,,0.0,313691.0,2145978918.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,0.0,10.0,10.0,0.0
9,,,,,,9999,253103.0,9999cac,,,9999063802,1,3,1,,1,SHFE,bu1706,0,1.0,,,20170424,14:07:46,1.0,bu1706,,063802,0.0,0.0,2452.0,,1.0,0.0,1601,      218266,2,100000010703,0,a,0,,0,9999,2017-04-24 14:14:33 059945,,0.0,0.0,2145978918.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,063802,,1,10.0,10.0,0.0,0.0
